1,神田の最も多い読まれ方。（ひらがなで）,かんだ
149,アメリカ・ニューヨークの42丁目、7番街、ブロードウェイが交差するあたりの賑やかな一帯を、そこに本社を置いていた新聞社から一般に「何スクエア」というでしょう？,タイムズスクエア
150,ドイツでは「アウフグース」と呼ばれる、サウナにおいて熱したサウナストーンに水をかけて、立ち昇った蒸気をタオルなどであおぐことを何というでしょう？,ロウリュ
151,三角、メス、丸底などの種類がある、化学実験において溶液を加熱したり保存したりする際に用いられる、首の長いガラス製の実験用具を何というでしょう？,フラスコ
152,車の停止距離のうち、運転手が危険を感じてからブレーキをかけ、実際に効き始めるまでに走る距離のことを何距離というでしょう？,空走距離
153,母はユイ、父はゲンドウという名である、アニメ『新世紀エヴァンゲリオン』でEVA初号機に搭乗する主人公の少年は誰でしょう？,碇シンジ
154,立って泳ぐことからその名が付いたともいわれる、漢字では「太刀魚」と書く魚は何でしょう？[カタカナ],タチウオ
155,料理レシピサイト「クックパッド」で、登録されたレシピを基にユーザーが料理を作ったことを報告する機能を、「作りましたフォトレポート」の略で何というでしょう？[ひらがな],つくれぽ
156,カーナビなどに使われる、アメリカによって運用されている「全地球測位システム」のことをアルファベット3文字で何というでしょう？,GPS
157,トランプゲームの「ブラックジャック」で、カードを追加で1枚引くことを何というでしょう？,ヒット
158,現地では「ホパーク」と呼ばれる、しゃがんだ状態で腕を組み足を交互に曲げ伸ばしするステップが有名な、ウクライナ発祥の民族舞踊は何でしょう？,コサックダンス
159,大量のガンマ線を浴びた物理学者ブルース・バナーが極度の怒りをきっかけに変身する、人間離れしたパワーと緑色の皮膚が特徴的な、アメリカンコミックスのヒーローは誰でしょう？,ハルク
160,日本の都道府県庁所在地のうち「岡」という字が使われている4市とは、福岡市、静岡市、盛岡市とどこでしょう？,岡山市
161,新人が初めて登場することを意味する「デビュー」をアルファベットで正しく綴った時、最後の文字は何になるでしょう？,t
162,土壌中の塩類の溶脱が激しい熱帯地域などでよく行われる、草木を焼き払って用地を作り、焼いてできた灰を肥料として作物を育てる農業のことを、一般に何農業というでしょう？,焼畑農業
163,「オールスター」「クイックスター」「ジャックパーセル」などのスニーカーを販売している、アメリカのシューズメーカーは何でしょう？,コンバース
164,2011年に黒うさPが作詞・作曲・編曲し、ボーカルに「初音ミク」を使用して発表された、演歌歌手の小林幸子や和楽器バンドによるカバー版でも知られる曲は何でしょう？,千本桜
165,仕事などが始めたばかりで不慣れである人と、その年に収穫したある穀物という2つの意味を持つ漢字2字の言葉は何でしょう？,新米
166,「クイックサンド現象」「噴砂現象」などとも呼ばれる、地震の際に、水分の多い砂地の地盤が液体のようにふるまうことを一般に「何現象」というでしょう？,液状化現象
167,1970年の大阪万博テーマ館のシンボルとして建設され、現在も残されている芸術家・岡本太郎の代表作は何でしょう？,太陽の塔
168,1975年にシングル『アザミ嬢のララバイ』でデビューし、代表曲に『わかれうた』『時代』『空と君のあいだに』『地上の星』などがある歌手は誰でしょう？,中島みゆき
169,1万平方メートルを1とし、記号「ha」で表される、面積を表す単位は何でしょう？,ヘクタール
170,ご飯の上にハンバーグと目玉焼きを載せ、グレービーソースをかけて食べる、ハワイ発祥の料理は何でしょう？,ロコモコ
171,英語では「ポタシウム」という、原子番号19、元素記号Kの元素は何でしょう？,カリウム
172,慣用句で「人を食わんとして却って人に食わる」といわれたり、一度噛みつくと「雷が鳴っても離さない」といわれたり、「月」と比べられたりする生き物といえば何でしょう？,すっぽん
173,嬉しそうにニコニコしている顔のことを、ある七福神の名前を取って「何顔」というでしょう？,えびす顔
174,金属元素の中で、単体での融点が最も低く常温・常圧で液体となる、原子番号80、元素記号Hgの元素は何でしょう？,水銀
175,形式上は独立しているものの、実際は別の支配者によって事実上管理・統制されている政権を、「操り人形」を意味する二字熟語を使って何政権というでしょう？,傀儡政権
176,妻は歌手の彭麗媛である、2013年3月から中国の第7代国家主席を務めている政治家は誰でしょう？,習近平
177,自動車などの販売業者、為替などの取引業者、カジノのスタッフ、麻薬の密売人に共通する英語由来の呼び名は何でしょう？,ディーラー
178,首なし馬が牽く「コシュタ・バワー」という馬車に乗ってくるという、アイルランドの伝説に登場する首のない騎士の妖精を何というでしょう？,デュラハン
179,秋頃に行う「高鳴き」や、捕らえた獲物を枝などに突き刺しておく「はやにえ」といった習性がある、漢字では「百舌」などと書かれる鳥といえば何でしょう？[カタカナ],モズ
180,2020年12月31日をもって活動休止を予定している、大野智がリーダーを務めるジャニーズ事務所所属のアイドルグループは何でしょう？,嵐
181,スペイン語では「アルマダ・インベンシプレ」という、1588年のアルマダの海戦でイングランドへ侵攻したスペイン海軍の艦隊のことを日本語で一般に何と呼ぶでしょう？,無敵艦隊
182,英語では「婚期を逃した未婚の女性」という意味の「old maid」と呼ばれる、トランプゲームの一種は何でしょう？,ババ抜き
183,河童に相撲で負けたり、水中に引き込まれたりすると抜かれてしまうという伝承がある、かつて人間の肛門内にあると考えられていた架空の臓器は何でしょう？,尻子玉
184,自動車教習所で受ける教習を大きく2つに分けると、運転技術を習得する「技能教習」と、教室で知識を学ぶ「何教習」でしょう？,学科教習
185,立ち食いそば屋では高く、高級料亭では低くなる傾向にある、飲食店などで1日にどれだけの客をさばけるかの割合のことを漢字3文字で何というでしょう？,回転率
186,『兵法三十六計』の34番目の戦術に由来する、現在は苦し紛れに編み出した手段といった意味で使われる言葉は「何の策」でしょう？,苦肉の策
187,ドアが閉まると自動的に鍵がかかる錠のことを、和製英語で「何ロック」というでしょう？,オートロック
188,楽曲のタイトルで、supercellの『うたかた』、大塚愛の『金魚』、DAOKO×米津玄師の『打ち上げ』といえば、後ろに共通して続く言葉は何でしょう？,花火
189,とんねるずや関ジャニ∞が出演したテレビCMもおなじみで、「グリーンアップル」や「グレープ」が定番フレーバーとなっている、森永製菓が販売するチューイングソフトキャンディは何でしょう？,ハイチュウ
190,ボカロ曲『ロキ』の歌い出しにも登場する、常盤薬品工業が販売する眠気覚ましドリンクは何でしょう？,眠眠打破
191,元々は缶ビールなどの6本入りパックを指す言葉であった、綺麗に6つに割れた腹筋のことを指す俗語は何でしょう？,シックスパック
192,俗に「スクショ」と略されることもある、スマートフォンやパソコンなどで、画面に映っている映像を静止画像として保存することを指す英語は何でしょう？,スクリーンショット
193,俳句で「七夕」はどの季節の季語でしょう？,秋
194,お笑いコンテスト『M-1グランプリ2015』で優勝した、ボケの斎藤司とツッコミのたかしからなる吉本興業所属のお笑いコンビは何でしょう？,トレンディエンジェル
195,ショートコントで披露する「ジャンガジャンガ」のフレーズでも知られる、田中卓志と山根良顕からなるワタナベエンターテインメント所属のお笑いコンビは何でしょう？,アンガールズ
196,その名は考案した江戸時代の僧侶に由来するとされる、干しダイコンをぬか漬にして作られる漬物は何でしょう？,たくあん
197,トランプゲームの「ブラックジャック」で、カードを引かずに勝負することを何というでしょう？,スタンド
198,広末涼子の『summer sunset』など夏の曲を手掛けることもあるが、『ゲレンデがとけるほど恋したい』や『ロマンスの神様』など冬にヒットする曲が多いことから「冬の女王」の異名で呼ばれるシンガーソングライターは誰でしょう？,広瀬香美
199,トランプゲームのポーカーにおいて、相手がベットした額にさらに上乗せしてチップを賭けることで、賭け額を釣り上げるアクションを何というでしょう？,レイズ
200,爪などで皮膚をひっかいた時にできる細長く赤い腫れのことを、ある環形動物の名前を使って「何腫れ」というでしょう？,ミミズ腫れ
201,麻雀で、誰も和了らずにその局が終わることを日本語で何というでしょう？,流局
202,オリンピックシンボルの5つの輪のうち、1番左に位置する輪の色は何色でしょう？,青
203,ケッペンの気候区分で、記号「C」で表される気候帯を日本語で何というでしょう？,温帯
204,コシヒカリと初星との交配から誕生した、宮城県を代表する米の品種は何でしょう？,ひとめぼれ
205,トランプゲームの「ブラックジャック」で、手札の合計が21を超えてしまうことを何というでしょう？,バースト
206,トランプゲームのポーカーにおいて、他のプレーヤーの賭けに乗り、同額のチップを賭けるアクションを何というでしょう？,コール
207,メラニンの合成に関わる遺伝情報の欠損により先天的にメラニンが欠乏し、体毛や皮膚が白く、瞳孔が赤くなった個体のことを一般に何というでしょう？,アルビノ
208,歌舞伎では蝶や鳥の作り物を操るのに使う竿のことを、人形浄瑠璃では人形の手首や指を動かすために仕込まれている棒のことを指し、一般には陰で人をそそのかして操ることのたとえにも使われる言葉は何でしょう？,差し金
209,慣用句で、じわじわと痛めつけたり遠回しに責めたりすることを、ある繊維製品を使って「何で首を締める」というでしょう？,真綿で首を締める
210,初代事務局長をモーリス・ペイトとして1946年に設立された、正式名称を「国連児童基金」という国際機関をアルファベット6文字で何というでしょう？,UNICEF
211,少年の頃の名前を「清作」という、梅毒や黄熱病の研究などに貢献し、アフリカ・ガーナで黄熱病のため亡くなった日本の医師は誰でしょう？,野口英世
212,以前に受けた恨みを、意外な場所や筋違いなことで晴らすことを、「江戸の敵をどこで討つ」というでしょう？,江戸の敵を長崎で討つ
213,一般的なQWERTY配列のパソコン用キーボードで、右手の人差し指のホームポジションとなるのは何というアルファベットのキーでしょう？,J
214,英語の「burned」にあたるフランス語で、生クリームや卵などからなる生地を低温で焼き、表面に砂糖をまぶして軽く焦がした洋菓子の名前にも使われる言葉は何でしょう？,ブリュレ
215,音楽ユニット「After the Rain」を構成する2人の歌い手とは、そらると誰でしょう？,まふまふ
216,主な製品に「すし太郎」「おとなのふりかけ」「松茸の味お吸いもの」や各種お茶漬け海苔などがある、日本の食品メーカーはどこでしょう？,永谷園
217,経済用語では景気回復局面で回復が鈍り横ばいになること、建物では階段の途中にある広くて平らなスペースのことを指す日本語といえば何でしょう？,踊り場
218,宏大・幽邃・人力・蒼古・水泉・眺望という6つの景勝を兼ね備えていることから命名された、日本三名園にも数えられる石川県金沢市にある庭園は何でしょう？,兼六園
219,国連安全保障理事会において、拒否権を持ち、任期がなく常に代表を送ることが出来る5ヶ国のことを、日本語で一般に何というでしょう？,常任理事国
220,「伯方の塩」で知られる伯方島はどこの都道府県にあるでしょう？,愛媛県
221,1953年に演出家の浅利慶太らによって結成された、『キャッツ』『ライオン・キング』などのロングランミュージカル作品で有名な日本の劇団は何でしょう？,劇団四季
222,NTTの3桁電話番号サービスで、「天気予報」を聞く時にかける番号は何番でしょう？,177
223,NTTの3桁電話番号サービスで、警察に緊急通報する際に入力する番号は何番でしょう？,110
224,ヒトの血液成分の1つで、構成物質としてヘモグロビンを持ち、体中に酸素を運ぶ細胞は何でしょう？,赤血球
225,フランス語で「完成された」という意味がある、ブイヨンをベースに肉や野菜を入れて煮込んだ、琥珀色の澄んだスープを何というでしょう？,コンソメ
226,フランス語では「ポプリ」、日本語では「接続曲」「混成曲」と呼ばれる、ポピュラー音楽などを2曲以上繋げて演奏することを英語で何というでしょう？,メドレー
227,わずかな元手で大きな利益を得ることを俗に「海老で何を釣る」というでしょう？,海老で鯛を釣る
228,英語では「ideal gas」という、気体分子の体積や分子間力がない、ボイル＝シャルルの法則に完全に従う気体のことを何気体というでしょう？,理想気体
229,往年のTVドラマ『3年B組金八先生』で、主人公の坂本金八が担当していた教科は何でしょう？,国語
230,慣用句で、ひどくつらい思いをする時には「なめ」、覚悟を決める時には「据え」、非常に驚く時には「潰す」といわれる人間の体の部位はどこでしょう？,肝
231,金属を溶かすのに用いる「王水」とは、硝酸と何を混ぜたものでしょう？,塩酸
232,水を怖れるような症状を示すことから別名「恐水病」などとも呼ばれる、AIDSとともに最も致死率の高い病気としてギネス世界記録に認定されている人獣共通感染症といえば何でしょう？,狂犬病
233,相手に媚びて機嫌を取る人のことを、ある楽器の名前を使って「何持ち」というでしょう？,太鼓持ち
234,大塚製薬が販売し、カフェオレ味などのリキッドタイプや、チーズ味などのブロックタイプといった種類がある栄養補助食品といえば何でしょう？,カロリーメイト
235,地球の動物の4分の3以上の種類がこれに属する、昆虫や甲殻類など、体が複数の節からなる動物を総称して何動物というでしょう？,節足動物
236,日本漢字能力検定協会による「今年の漢字」が発表される京都の寺はどこでしょう？,清水寺
237,日本銀行券を製造している独立行政法人は何でしょう？,国立印刷局
238,ジャンバ博士により「試作品626号」として創り出され、ハワイでリロという少女とともに暮らす、ディズニーアニメに登場する青いエイリアンの名前は何でしょう？,スティッチ
239,スタジオジブリの映画『もののけ姫』で、犬神に育てられ「もののけ姫」と呼ばれている少女の名前は何でしょう？,サン
240,ドイツ語で「Dienstag」、中国語で「星期二」、英語で「Tuesday」といえば何曜日のことでしょう？,火曜日
241,陰暦の「神無月」に日本中の神々が集まるとされる島根県の神社といえば何大社でしょう？,出雲大社
242,英語では「double suicide」といい、日本語での別名を「情死」ともいう、親しい関係にある2人が合意の上で一緒に自殺することを何というでしょう？,心中
243,英語では「ジャック・イン・ザ・ボックス」などと呼ばれる、蓋を開けると中の物がバネの力で飛び出してくるおもちゃを、日本語では一般に何というでしょう？,びっくり箱
244,液体の温度を上げた時、または液体にかかる圧力を下げた時に、液体表面だけでなく液体内部からも気化が起こる現象を、漢字2文字で何というでしょう？,沸騰
245,沖縄県金武町にあった食堂「パーラー千里」の店長が考案したという、ご飯の上にひき肉や野菜を載せてサルサソースをかけた料理は何でしょう？,タコライス
246,化学式C14H14N3NaO3Sで表されるpH指示薬の1つで、溶液が酸性から中性になるにつれて赤色から黄色に変化する小板状晶は何でしょう？,メチルオレンジ
247,外科医のアントワーヌ・ルイが設計した、フランス革命期に盛んに使用された斬首刑の執行装置のことを、装置による処刑方法を提案した人物の名前を取って何というでしょう？,ギロチン
248,学名を「Eutrema japonicum」というアブラナ科の植物で、日本特有の香辛料として知られるものは何でしょう？,わさび
249,慣用句で、危機的な状況では超人的な力を発揮できるということを「何の馬鹿力」というでしょう？,火事場の馬鹿力
250,元々は戸籍登録地を離れて他国を流浪する人のことで、転じて入学試験などに不合格となって次の試験に備えている人のことを指す言葉は何でしょう？,浪人
251,江戸時代中期に刊行された『阿蘭陀問答』には「ことのほか悪しきものにて、何の味わいも無く御座候」という感想が記されている、麦芽とホップを主原料に造られる酒は何でしょう？,ビール
252,罪を犯した者が、その発覚前に捜査機関ヘ犯罪事実を申告することを、日本の現代の法律用語で何というでしょう？,自首
253,山を越えて吹き降ろす暖かく乾いた風によって、風下の地域が高温になる現象のことを、アルプス山脈を吹き越す南風につけられたドイツ語の呼び名にちなんで何現象というでしょう？,フェーン現象
254,正式名称を「連合国軍最高司令官総司令部」という、第二次世界大戦後のポツダム宣言執行のため東京に設置され、初代最高司令官をマッカーサー元帥が務めた機関を、アルファベット3文字で一般に何というでしょう？,GHQ
255,生物の細胞内にある「デオキシリボ核酸」を、アルファベット3文字の略称で何というでしょう？,DNA
256,「ヨーグルト」を意味するエスペラントの言葉から名付けられた、「ラクトバチルス・カゼイ・シロタ株」が含まれている乳酸菌飲料は何でしょう？,ヤクルト
257,1932年に物理学者チャドウィックによって存在が確かめられた、陽子とともに原子核を構成する粒子は何でしょう？,中性子
258,中国の書物『孟子』に収められた故事に由来する、少しの違いはあっても、本質的には同じであるというということを、漢数字を用いた漢字5文字の表現で何というでしょう？,五十歩百歩
259,アニメ『新世紀エヴァンゲリオン』で、ファーストチルドレンと呼ばれるEVA零号機のパイロットは誰でしょう？,綾波レイ
260,お笑いの業界用語で、同じボケを繰り返すことで笑いをとる手法を、ある料理の名を使って何というでしょう？,天丼
,日本の国会議員のバッジにデザインされている花は何の花でしょう？,菊
,日本国憲法第53条に規定される、内閣がその召集を決定でき、また衆参いずれかで総議員の4分の1が要求した場合はその召集が義務付けられる国会のことを一般に「何国会」というでしょう？,臨時国会
,背中の模様から「高野聖」という別名がある、日本最大の水生昆虫であるカメムシ目の虫は何でしょう？,タガメ
,平安時代には「貝覆い」と呼ばれていた、ハマグリなどの二枚貝の貝殻を2つに割ったものを大量に用意し、一方の貝殻と合致する貝殻を探し当てる遊びを何というでしょう？,貝合わせ